date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:58:05	1166/1166	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-48e%22	https://themesbrand.com/agroxa/green/assets/pages/dashboard.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/pages/dashboard.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:06	1984/1984	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-7c0%22	https://themesbrand.com/agroxa/green/assets/js/app.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/js/app.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:07	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-20814%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:08	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-20814%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-solid-900d41d.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:09	50372/50372	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-c4c4%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.woff2	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:10	63836/63836	---M--	200	added ('OK')	application/font-woff	etag:%225bbd7bea-f95c%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.woff	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:10	132920/132920	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-20738%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.ttf	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:12	488395/488395	---M--	200	added ('OK')	image/svg+xml	etag:%225bbd7bea-773cb%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-solid-900.svg	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:12	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-1b404%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:12	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-1b404%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-brands-400d41d.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:13	61336/61336	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-ef98%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.woff2	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:14	71560/71560	---M--	200	added ('OK')	application/font-woff	etag:%225bbd7bea-11788%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.woff	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:15	111384/111384	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-1b318%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.ttf	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:16	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-7a28%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:16	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-7a28%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-regular-400d41d.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:16	12188/12188	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-2f9c%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.woff2	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:17	14724/14724	---M--	200	added ('OK')	application/font-woff	etag:%225bbd7bea-3984%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.woff	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:17	31044/31044	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-7944%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.ttf	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:18	599834/599834	---M--	200	added ('OK')	image/svg+xml	etag:%225bbd7bea-9271a%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-brands-400.svg	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:18	104706/104706	---M--	200	added ('OK')	image/svg+xml	etag:%225bbd7bea-19902%22	https://themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/fa-regular-400.svg	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:20	338800/338800	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-52b70%22	https://themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfont.eot?v=2.3.54	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfontceca.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:21	125384/125384	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-1e9c8%22	https://themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfont.woff2?v=2.3.54	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfontceca.woff2	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:22	338800/338800	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-52b70%22	https://themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfont.eot?	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:20	166928/166928	---M--	200	added ('OK')	application/font-woff	etag:%225bbd7bea-28c10%22	https://themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfont.woff?v=2.3.54	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfontceca.woff	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:21	338580/338580	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-52a94%22	https://themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfont.ttf?v=2.3.54	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfontceca.ttf	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:24	101984/101984	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-18e60%22	https://themesbrand.com/agroxa/green/assets/fonts/ionicons.eot?v=1.5.0	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/ioniconsaa26.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:25	57276/57276	---M--	200	added ('OK')	application/font-woff	etag:%225bbd7bea-dfbc%22	https://themesbrand.com/agroxa/green/assets/fonts/ionicons.woff?v=1.5.0	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/ioniconsaa26.woff	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:25	164548/164548	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-282c4%22	https://themesbrand.com/agroxa/green/assets/fonts/ionicons.ttf?v=1.5.0	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/ioniconsaa26.ttf	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:28	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-1339c%22	https://themesbrand.com/agroxa/green/assets/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/themify9f24.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:30	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-1339c%22	https://themesbrand.com/agroxa/green/assets/fonts/themify.eot?	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/themifyd41d.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:31	286345/286345	---M--	200	added ('OK')	image/svg+xml	etag:%225bbd7bea-45e89%22	https://themesbrand.com/agroxa/green/assets/fonts/ionicons.svg?v=1.5.0	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/ioniconsaa26.svg	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:32	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%225bbd7bea-db2c%22	https://themesbrand.com/agroxa/green/assets/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/themify9f24.woff	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:32	2590253/2590253	---M--	200	added ('OK')	image/svg+xml	etag:%225bbd7bea-27862d%22	https://themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfont.svg?v=2.3.54	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/materialdesignicons-webfontceca.svg	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:33	78584/78584	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-132f8%22	https://themesbrand.com/agroxa/green/assets/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/themify9f24.ttf	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:34	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%225bbd7bea-3931d%22	https://themesbrand.com/agroxa/green/assets/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/themify9f24.svg	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:34	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-9e4a%22	https://themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.eot	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:34	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-9e4a%22	https://themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.eot?	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/dripicons-v2d41d.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:35	26004/26004	---M--	200	added ('OK')	application/font-woff	etag:%225bbd7bea-6594%22	https://themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.woff	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.woff	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:35	40348/40348	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-9d9c%22	https://themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.ttf	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.ttf	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:36	99368/99368	---M--	200	added ('OK')	image/svg+xml	etag:%225bbd7bea-18428%22	https://themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.svg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/dripicons-v2.svg	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:36	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-1876c%22	https://themesbrand.com/agroxa/green/assets/fonts/typicons.eot	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/typicons.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:37	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225bbd7bea-1876c%22	https://themesbrand.com/agroxa/green/assets/fonts/typicons.eot?	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/typiconsd41d.eot	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:37	59872/59872	---M--	200	added ('OK')	application/font-woff	etag:%225bbd7bea-e9e0%22	https://themesbrand.com/agroxa/green/assets/fonts/typicons.woff	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/typicons.woff	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:37	99920/99920	---M--	200	added ('OK')	application/octet-stream	etag:%225bbd7bea-18650%22	https://themesbrand.com/agroxa/green/assets/fonts/typicons.ttf	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/typicons.ttf	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:38	186474/186474	---M--	200	added ('OK')	image/svg+xml	etag:%225bbd7bea-2d86a%22	https://themesbrand.com/agroxa/green/assets/fonts/typicons.svg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/fonts/typicons.svg	(from https://themesbrand.com/agroxa/green/assets/css/icons.css)
19:58:38	56888/56888	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-de38%22	https://themesbrand.com/agroxa/green/assets/images/small/img-3.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/small/img-3.jpg	(from https://themesbrand.com/agroxa/green/email-read.html)
19:58:39	60964/60964	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-ee24%22	https://themesbrand.com/agroxa/green/assets/images/small/img-4.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/small/img-4.jpg	(from https://themesbrand.com/agroxa/green/email-read.html)
19:58:39	15455/15455	---M--	200	added ('OK')	text/css	etag:%225bbd7beb-3c5f%22	https://themesbrand.com/agroxa/plugins/summernote/summernote-bs4.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/summernote/summernote-bs4.css	(from https://themesbrand.com/agroxa/green/email-compose.html)
19:58:40	102813/102813	---M--	200	added ('OK')	application/javascript	etag:%225bbd7beb-1919d%22	https://themesbrand.com/agroxa/plugins/summernote/summernote-bs4.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/summernote/summernote-bs4.min.js	(from https://themesbrand.com/agroxa/green/email-compose.html)
19:58:40	73021/73021	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-11d3d%22	https://themesbrand.com/agroxa/green/assets/images/small/img-1.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/small/img-1.jpg	(from https://themesbrand.com/agroxa/green/ui-cards.html)
19:58:40	36272/36272	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-8db0%22	https://themesbrand.com/agroxa/green/assets/images/small/img-2.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/small/img-2.jpg	(from https://themesbrand.com/agroxa/green/ui-cards.html)
19:58:41	52218/52218	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-cbfa%22	https://themesbrand.com/agroxa/green/assets/images/small/img-5.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/small/img-5.jpg	(from https://themesbrand.com/agroxa/green/ui-cards.html)
19:58:41	68360/68360	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-10b08%22	https://themesbrand.com/agroxa/green/assets/images/small/img-7.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/small/img-7.jpg	(from https://themesbrand.com/agroxa/green/ui-cards.html)
19:58:42	63836/63836	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-f95c%22	https://themesbrand.com/agroxa/green/assets/images/small/img-6.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/small/img-6.jpg	(from https://themesbrand.com/agroxa/green/ui-cards.html)
19:58:42	6951/6951	---M--	200	added ('OK')	text/css	etag:%225bbd7bea-1b27%22	https://themesbrand.com/agroxa/plugins/magnific-popup/magnific-popup.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/magnific-popup/magnific-popup.css	(from https://themesbrand.com/agroxa/green/components-lightbox.html)
19:58:43	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-4ef8%22	https://themesbrand.com/agroxa/plugins/magnific-popup/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/magnific-popup/jquery.magnific-popup.min.js	(from https://themesbrand.com/agroxa/green/components-lightbox.html)
19:58:43	1606/1606	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-646%22	https://themesbrand.com/agroxa/green/assets/pages/lightbox.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/pages/lightbox.js	(from https://themesbrand.com/agroxa/green/components-lightbox.html)
19:58:44	3428/3428	---M--	200	added ('OK')	text/css	etag:%225bbd7bea-d64%22	https://themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.css	(from https://themesbrand.com/agroxa/green/components-rangeslider.html)
19:58:44	2297/2297	---M--	200	added ('OK')	text/css	etag:%225bbd7bea-8f9%22	https://themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.skinModern.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.skinModern.css	(from https://themesbrand.com/agroxa/green/components-rangeslider.html)
19:58:44	38908/38908	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-97fc%22	https://themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.min.js	(from https://themesbrand.com/agroxa/green/components-rangeslider.html)
19:58:45	1181/1181	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-49d%22	https://themesbrand.com/agroxa/green/assets/pages/rangeslider-init.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/pages/rangeslider-init.js	(from https://themesbrand.com/agroxa/green/components-rangeslider.html)
19:58:45	4086/4086	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-ff6%22	https://themesbrand.com/agroxa/plugins/bootstrap-session-timeout/bootstrap-session-timeout.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-session-timeout/bootstrap-session-timeout.min.js	(from https://themesbrand.com/agroxa/green/components-session-timeout.html)
19:58:46	14004/14004	---M--	200	added ('OK')	text/css	etag:%225bbd7beb-36b4%22	https://themesbrand.com/agroxa/plugins/sweet-alert2/sweetalert2.min.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/sweet-alert2/sweetalert2.min.css	(from https://themesbrand.com/agroxa/green/components-sweet-alert.html)
19:58:46	21830/21830	---M--	200	added ('OK')	application/javascript	etag:%225bbd7beb-5546%22	https://themesbrand.com/agroxa/plugins/sweet-alert2/sweetalert2.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/sweet-alert2/sweetalert2.min.js	(from https://themesbrand.com/agroxa/green/components-sweet-alert.html)
19:58:47	3713/3713	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-e81%22	https://themesbrand.com/agroxa/green/assets/pages/sweet-alert.init.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/pages/sweet-alert.init.js	(from https://themesbrand.com/agroxa/green/components-sweet-alert.html)
19:58:48	41073/41073	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-a071%22	https://themesbrand.com/agroxa/plugins/parsleyjs/parsley.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/parsleyjs/parsley.min.js	(from https://themesbrand.com/agroxa/green/form-validation.html)
19:58:48	4002/4002	---M--	200	added ('OK')	text/css	etag:%225bbd7bea-fa2%22	https://themesbrand.com/agroxa/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.min.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.min.css	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:48	3051/3051	---M--	200	added ('OK')	text/css	etag:%225bbd7bea-beb%22	https://themesbrand.com/agroxa/plugins/bootstrap-md-datetimepicker/css/bootstrap-material-datetimepicker.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-md-datetimepicker/css/bootstrap-material-datetimepicker.css	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:49	15196/15196	---M--	200	added ('OK')	text/css	etag:%225bbd7bea-3b5c%22	https://themesbrand.com/agroxa/plugins/select2/css/select2.min.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/select2/css/select2.min.css	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:49	444/444	---M--	200	added ('OK')	text/css	etag:%225bbd7bea-1bc%22	https://themesbrand.com/agroxa/plugins/bootstrap-touchspin/css/jquery.bootstrap-touchspin.min.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-touchspin/css/jquery.bootstrap-touchspin.min.css	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:51	34594/34594	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-8722%22	https://themesbrand.com/agroxa/plugins/bootstrap-md-datetimepicker/js/bootstrap-material-datetimepicker.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-md-datetimepicker/js/bootstrap-material-datetimepicker.js	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:51	326657/326657	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-4fc01%22	https://themesbrand.com/agroxa/plugins/bootstrap-md-datetimepicker/js/moment-with-locales.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-md-datetimepicker/js/moment-with-locales.min.js	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:52	18689/18689	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-4901%22	https://themesbrand.com/agroxa/plugins/bootstrap-colorpicker/js/bootstrap-colorpicker.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-colorpicker/js/bootstrap-colorpicker.min.js	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:54	66664/66664	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-10468%22	https://themesbrand.com/agroxa/plugins/select2/js/select2.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/select2/js/select2.min.js	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:54	4976/4976	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-1370%22	https://themesbrand.com/agroxa/plugins/bootstrap-maxlength/bootstrap-maxlength.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-maxlength/bootstrap-maxlength.min.js	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:54	7180/7180	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-1c0c%22	https://themesbrand.com/agroxa/plugins/bootstrap-filestyle/js/bootstrap-filestyle.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-filestyle/js/bootstrap-filestyle.min.js	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:55	10960/10960	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-2ad0%22	https://themesbrand.com/agroxa/plugins/bootstrap-touchspin/js/jquery.bootstrap-touchspin.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/bootstrap-touchspin/js/jquery.bootstrap-touchspin.min.js	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:55	3384/3384	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-d38%22	https://themesbrand.com/agroxa/green/assets/pages/form-advanced.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/pages/form-advanced.js	(from https://themesbrand.com/agroxa/green/form-advanced.html)
19:58:56	12587/12587	---M--	200	added ('OK')	text/css	etag:%225bbd7bea-312b%22	https://themesbrand.com/agroxa/plugins/dropzone/dist/dropzone.css	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/dropzone/dist/dropzone.css	(from https://themesbrand.com/agroxa/green/form-uploads.html)
